label,ad_p50_ms,ad_p95_ms,ad_p99_ms,ad_error_rate,ad_throughput_rps,ad_cpu_avg,ad_cpu_max,ad_mem_avg_mb,ad_mem_max_mb,cart_p50_ms,cart_p95_ms,cart_p99_ms,cart_error_rate,cart_throughput_rps,cart_cpu_avg,cart_cpu_max,cart_mem_avg_mb,cart_mem_max_mb,checkout_p50_ms,checkout_p95_ms,checkout_p99_ms,checkout_error_rate,checkout_throughput_rps,checkout_cpu_avg,checkout_cpu_max,checkout_mem_avg_mb,checkout_mem_max_mb,currency_p50_ms,currency_p95_ms,currency_p99_ms,currency_error_rate,currency_throughput_rps,currency_cpu_avg,currency_cpu_max,currency_mem_avg_mb,currency_mem_max_mb,email_p50_ms,email_p95_ms,email_p99_ms,email_error_rate,email_throughput_rps,email_cpu_avg,email_cpu_max,email_mem_avg_mb,email_mem_max_mb,frontend_p50_ms,frontend_p95_ms,frontend_p99_ms,frontend_error_rate,frontend_throughput_rps,frontend_cpu_avg,frontend_cpu_max,frontend_mem_avg_mb,frontend_mem_max_mb,frontend_proxy_p50_ms,frontend_proxy_p95_ms,frontend_proxy_p99_ms,frontend_proxy_error_rate,frontend_proxy_throughput_rps,frontend_proxy_cpu_avg,frontend_proxy_cpu_max,frontend_proxy_mem_avg_mb,frontend_proxy_mem_max_mb,image_provider_p50_ms,image_provider_p95_ms,image_provider_p99_ms,image_provider_error_rate,image_provider_throughput_rps,image_provider_cpu_avg,image_provider_cpu_max,image_provider_mem_avg_mb,image_provider_mem_max_mb,payment_p50_ms,payment_p95_ms,payment_p99_ms,payment_error_rate,payment_throughput_rps,payment_cpu_avg,payment_cpu_max,payment_mem_avg_mb,payment_mem_max_mb,product_catalog_p50_ms,product_catalog_p95_ms,product_catalog_p99_ms,product_catalog_error_rate,product_catalog_throughput_rps,product_catalog_cpu_avg,product_catalog_cpu_max,product_catalog_mem_avg_mb,product_catalog_mem_max_mb,quote_p50_ms,quote_p95_ms,quote_p99_ms,quote_error_rate,quote_throughput_rps,quote_cpu_avg,quote_cpu_max,quote_mem_avg_mb,quote_mem_max_mb,recommendation_p50_ms,recommendation_p95_ms,recommendation_p99_ms,recommendation_error_rate,recommendation_throughput_rps,recommendation_cpu_avg,recommendation_cpu_max,recommendation_mem_avg_mb,recommendation_mem_max_mb,shipping_p50_ms,shipping_p95_ms,shipping_p99_ms,shipping_error_rate,shipping_throughput_rps,shipping_cpu_avg,shipping_cpu_max,shipping_mem_avg_mb,shipping_mem_max_mb,flagd_p50_ms,flagd_p95_ms,flagd_p99_ms,flagd_error_rate,flagd_throughput_rps,flagd_cpu_avg,flagd_cpu_max,flagd_mem_avg_mb,flagd_mem_max_mb,flagd_ui_p50_ms,flagd_ui_p95_ms,flagd_ui_p99_ms,flagd_ui_error_rate,flagd_ui_throughput_rps,flagd_ui_cpu_avg,flagd_ui_cpu_max,flagd_ui_mem_avg_mb,flagd_ui_mem_max_mb,kafka_p50_ms,kafka_p95_ms,kafka_p99_ms,kafka_error_rate,kafka_throughput_rps,kafka_cpu_avg,kafka_cpu_max,kafka_mem_avg_mb,kafka_mem_max_mb,accounting_p50_ms,accounting_p95_ms,accounting_p99_ms,accounting_error_rate,accounting_throughput_rps,accounting_cpu_avg,accounting_cpu_max,accounting_mem_avg_mb,accounting_mem_max_mb,fraud_detection_p50_ms,fraud_detection_p95_ms,fraud_detection_p99_ms,fraud_detection_error_rate,fraud_detection_throughput_rps,fraud_detection_cpu_avg,fraud_detection_cpu_max,fraud_detection_mem_avg_mb,fraud_detection_mem_max_mb,window_start,window_end
adFailure,38.871618,1664.6458529999998,1962.3651274,0.0,0.1249991375059512,0.0158990446313988,0.0158990446313988,18.40482234954834,61.459083557128906,1.46235,47.51903499999995,1652.346320000001,0.0,0.6999951700333268,0.0,0.0,74.609375,74.609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.413034,25.801019,29.9061582,0.0,0.1249991375059512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.679144,111.3981875,8625.680873,0.0529801324503311,3.7749739526797264,0.0,0.0,0.0,0.0,15.097,121.73209999999978,5054.846990000017,0.048076923076923,5.199964120247571,0.0,0.0,0.0,0.0,0.0,0.0,2.289999999999999,0.0,1.449989995069034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01178125,0.01321875,75.51171875,75.51171875,5.535377,40.00605109999999,129.95413639999995,0.0,1.974986372594029,0.0,0.0,7.385868072509766,13.365486145019531,0.622883,0.6475816999999999,0.64977714,0.0,0.0499996550023804,0.0,0.0,0.0,0.0,10.285524,34.857659,38.3819806,0.0,0.2749981025130926,0.0,0.0,0.0,0.0,10.436236,13.4948203,13.76669446,0.0,0.0499996550023804,0.0,0.0,0.0,0.0,0.294819,149.57306194999236,4241.760935599998,0.0,0.9999931000476096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.9609375,108.9609375,0.0,0.0,0.0,0.0,0.0,0.0209739458596414,0.0209739458596414,19.257840156555176,69.98802185058594,2026-09-15T05:53:47.887304+00:00,2026-09-15T05:54:27.887580+00:00
adFailure,113.4458225,150.11087164999998,153.36998713,0.0,0.0499996712521615,0.017035107535557,0.017035107535557,18.831103324890137,61.50727844238281,3.12535,35.55212999999998,43.388856,0.0,0.8499944112867459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5256525,19.99000955,20.76919631,0.0,0.2999980275129691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6201155,71.00590370000006,146.83464337999993,0.0144927536231884,3.4499773163991447,0.0,0.0,0.0,0.0,13.3685,101.68795,356.47255999998526,0.0206185567010309,4.849968111459668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7999947400345844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.339502,39.7952632,79.39268147999984,0.0,1.3249912881822803,0.0,0.0,0.0,0.0,0.471727,0.471727,0.471727,0.0,0.0249998356260807,0.0,0.0,0.0,0.0,11.242727,18.799167,20.5694006,0.0,0.2249985206347268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422795,40.41718775,2492.178099100001,0.0,1.3999907950605226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-15T05:54:59.091391+00:00,2026-09-15T05:55:39.091654+00:00
adFailure,38.818905,41.3624508,41.58854376,0.0,0.0749991412598325,0.0,0.0,0.0,0.0,12.9827,55.4421399999999,74.598466,0.0,0.7499914125983257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8211025,13.075141649999985,21.952976330000013,0.0,0.2999965650393303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.570315,141.8300209,738.3461611201488,0.0,4.974943036902228,0.0,0.0,0.0,0.0,20.271,164.06839999999988,3125.882079999999,0.0087336244541484,5.7249344495005525,0.0,0.0,0.0,0.0,0.0,0.0,1.3999999999999986,0.0,0.7749911263516033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.739088,116.12287384999996,165.88358881999994,0.0,2.349973092808088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.073945,66.76534035,67.07330647,0.0,0.2999965650393303,0.001875,0.001875,51.2265625,51.2265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2793135,2543.2234667,2960.67012107,0.0,1.3499845426769863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-15T05:56:06.916351+00:00,2026-09-15T05:56:46.916809+00:00
adFailure,40.802334,209.9844625,247.50197890000004,0.0,0.1499981625225091,0.0,0.0,0.0,0.0,1.5773,791.7455699999852,5816.233674000002,0.0,0.4749941813212788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.111083,3.9852228,4.214046959999999,0.0,0.099998775015006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.252324,82.86618924999968,246.35606592999943,0.0142857142857142,3.499957125525212,0.0,0.0,0.0,0.0,20.2995,106.82994999999988,2750.3783999999714,0.015,4.999938750750303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0749868314113151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.944287,47.02953074999999,90.79881479000012,0.0,1.2999840751950789,0.0,0.0,7.432743072509766,13.427986145019531,0.734193,0.734193,0.734193,0.0,0.0249996937537515,0.0,0.0,0.0,0.0,7.715052,10.3594294,10.53670588,0.0,0.1749978562762606,0.0,0.0,0.0,0.0,21.77393,21.77393,21.77393,0.0,0.0249996937537515,0.0,0.0,0.0,0.0,0.2750205,1418.3504773499928,4347.266873729994,0.0,1.2499846876875758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054251176192512,0.0054251176192512,39.05090522766113,209.81018829345703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.265625,108.265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-15T05:57:14.164190+00:00,2026-09-15T05:57:54.164680+00:00
adFailure,42.484244,157.0148906,167.19539251999998,0.0,0.0749995012533166,0.0,0.0,0.0,0.0,1.3508,14.631059999999987,36.17270499999999,0.0,0.5999960100265332,0.0,0.0,73.375,73.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.435927,10.767373149999996,11.873540229999998,0.0,0.0999993350044222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9997335,67.65309135,205.0183599000005,0.0131578947368421,3.799974730168044,0.0,0.0,0.0,0.0,14.508,88.97539999999994,2491.864940000003,0.0150753768844221,4.974966916470005,0.0,0.0,0.0,0.0,0.0,0.25,2.299999999999997,0.0,0.8999940150397999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.26171875,75.26171875,3.398733,23.7250402,47.38738572,0.0,1.624989193821861,0.0,0.0,7.549930572509766,13.662361145019531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.957825,13.9526775,14.5336035,0.0,0.2749981712621611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208137,622.3442725,2688.0332343499995,0.0,0.8999940150397999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176230702009903,0.0176230702009903,39.803391456604,209.81018829345703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.83203125,107.83203125,0.0,0.0,0.0,0.0,0.0,0.0204931769212353,0.0204931769212353,18.411104202270508,70.02210235595703,2026-09-15T05:58:22.783872+00:00,2026-09-15T05:59:02.784138+00:00
adHighCpu,116.014563,129.089295,130.25149340000002,0.0,0.0499995037549252,0.0832400319890323,0.0832400319890323,18.4074125289917,61.639495849609375,4.99055,31.36645,38.61841,0.0,0.3999960300394019,0.0,0.0,73.54296875,73.54296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.829874,7.009906999999997,8.351866999999997,0.0,0.1749982631422383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2942425,247.27928849999944,11083.366807830058,0.0,3.199968240315215,0.0,0.0,0.0,0.0,26.827,328.47,9105.312,0.0132450331125827,3.774962533496855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6249937969365654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085803571428571,0.0095178571428571,74.01171875,74.01171875,7.475451,62.06528794999995,300.6161059800008,0.0,1.949980646442084,0.0,0.0,7.538211822509766,13.670173645019531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.970601,144.14163419999986,184.9914260399999,0.0,0.324996774407014,0.002875,0.002875,51.94921875,51.94921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233836,1300.5685855,3094.878184,0.0,1.2749873457505934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092567868268802,0.0092567868268802,40.6794900894165,209.81018829345703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.63671875,107.63671875,0.0,0.0,0.0,0.0,0.0,0.0061847262182551,0.0061847262182551,18.28993320465088,70.028564453125,2026-09-15T05:59:30.634022+00:00,2026-09-15T06:00:10.634419+00:00
adHighCpu,33.443013,110.642105,115.5295098,0.0,0.1499981062739083,0.1474949991952728,0.1474949991952728,18.74676418304444,61.64878845214844,2.79835,8.213235000000001,9.451046999999996,0.0,0.4999936875796943,0.0,0.0,73.29296875,73.29296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2210145,5.776790399999999,5.97461488,0.0,0.1999974750318777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.127825,146.02494619999993,189.72351264,0.03125,3.199959600510044,0.0,0.0,0.0,0.0,19.526,189.10525,1255.5278499999918,0.025,3.999949500637555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7499905313695415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035875,0.03975,74.13671875,74.13671875,7.559201,73.28032679999998,100.07306588000009,0.0,1.8749763284238536,0.0,0.0,7.358524322509766,13.217048645019531,2.854892,2.854892,2.854892,0.0,0.0249996843789847,0.0,0.0,0.0,0.0,11.6227285,68.98333889999998,86.14819738000003,0.0,0.2999962125478166,0.0017499999999999,0.0017499999999999,52.015625,52.015625,16.295451,16.295451,16.295451,0.0,0.0249996843789847,0.0,0.0,0.0,0.0,0.306682,18.199139449999937,2774.0775509100004,0.0,1.5499804314970524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185425062368067,0.0185425062368067,39.4686393737793,209.6965560913086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.63671875,107.63671875,0.0,0.0,0.0,0.0,0.0,0.0125765656659757,0.0125765656659757,19.171299934387207,70.03091430664062,2026-09-15T06:00:43.190255+00:00,2026-09-15T06:01:23.190760+00:00
adHighCpu,176.199309,176.199309,176.199309,0.0,0.02499993875015,0.0,0.0,0.0,0.0,12.8061,25.93719,27.104398,0.0,0.0749998162504501,0.0,0.0,73.31640625,73.31640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.201059,193.288103,194.7593414,0.0,0.424998958752551,0.0,0.0,0.0,0.0,20.515,260.84599999999995,284.85759999999993,0.0350877192982456,1.4249965087585534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999997550006002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.38671875,73.38671875,1.27705,44.1905672,49.42187344,0.0,0.2249994487513505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.281478,12.281478,12.281478,0.0,0.02499993875015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34098,5.559244499999999,6.000493699999999,0.0,0.1999995100012005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094942925115131,0.0094942925115131,19.6739444732666,70.03510284423828,2026-09-15T06:01:51.093863+00:00,2026-09-15T06:02:31.093961+00:00
adHighCpu,34.424887,219.07171725,229.06361945,0.0,0.149998976256987,0.0,0.0,0.0,0.0,1.442,5.770419999999999,11.533607999999983,0.0,0.6249957344041127,0.0,0.0,73.32421875,73.32421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9114395,8.646414299999996,9.349275659999998,0.0,0.099999317504658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.736776,146.54944614999962,252.63410061,0.056338028169014,3.54997577141536,0.0,0.0,0.0,0.0,10.385,204.70349999999988,483.3657599999988,0.0377358490566037,5.299963827746876,0.0,0.0,0.0,0.0,0.0,0.1499999999999985,4.149999999999999,0.0,1.4499901038175411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338124999999999,0.037375,71.6328125,71.6328125,4.693851,56.68492544999999,160.98324850999973,0.0,1.9999863500931607,0.0,0.0,7.202274322509766,12.967048645019531,0.4445865,0.55337085,0.5630405700000001,0.0,0.049999658752329,0.0,0.0,0.0,0.0,8.718637,59.6436795,82.39292230000001,0.0,0.2749981231378096,0.0,0.0,0.0,0.0,6.7443305,8.06740565,8.18501233,0.0,0.049999658752329,0.0,0.0,0.0,0.0,0.196545,0.9332021999999998,5056.5635285200015,0.0,1.124992321927403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0310321715817694,0.0310321715817694,42.64199733734131,222.7005157470703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.63671875,107.63671875,0.0,0.0,0.0,0.0,0.0,0.0089548336492581,0.0089548336492581,19.738656997680664,70.08123016357422,2026-09-15T06:03:22.868788+00:00,2026-09-15T06:04:02.869061+00:00
adHighCpu,24.6423685,41.69089424999999,45.71036845,0.0,0.1999995350010811,0.2976668312262551,0.2976668312262551,17.78766632080078,61.70082092285156,1.1352,5.196099999999998,9.398598000000003,0.0,0.5749986631281082,0.0,0.0,73.90234375,73.90234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15767,15.855942399999996,18.97698528,0.0,0.2249994768762162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.184199,78.6364634,14995.01338928,0.054054054054054,4.624989246900001,0.0,0.0,0.0,0.0,11.4805,82.27004999999996,8622.787869999856,0.049618320610687,6.549984771285407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.874995640635136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6328125,70.6328125,7.532701,29.25604905,67.65739541000002,0.0,1.7999958150097302,0.0,0.0,7.467899322509766,13.529548645019531,0.6325595,0.64642625,0.64765885,0.0,0.0499998837502702,0.0,0.0,0.0,0.0,9.091993,40.0461825,55.57890530000001,0.0,0.2749993606264865,0.002125,0.002125,51.96875,51.96875,20.07931,32.7938215,33.9240003,0.0,0.0499998837502702,0.0,0.0,0.0,0.0,0.234953,65.961421,3903.111306099996,0.0,1.1499973262562164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041961653504336,0.0041961653504336,39.91678810119629,211.5845489501953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.63671875,107.63671875,0.0,0.0,0.0,0.0,0.0,0.0057721605905199,0.0057721605905199,20.368560791015625,70.0857925415039,2026-09-15T06:04:30.435132+00:00,2026-09-15T06:05:10.435225+00:00
adManualGc,0.0,0.0,0.0,0.0,0.0,0.1354282688480289,0.1354282688480289,16.070730209350586,61.50067138671875,1.836,12.274399999999996,42.27247399999994,0.0,0.674995578778959,0.0,0.0,73.36328125,73.36328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3935115,6.20383095,6.81637899,0.0,0.3499977075150158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.931027,68.14911959999999,15002.88622268,0.0112994350282485,4.424971016439843,0.0,0.0,0.0,0.0,14.171,81.72414999999997,14999.35289,0.0236220472440944,6.349958407772429,0.0,0.0,0.0,0.0,0.0,0.75,2.0,0.0,1.1499924675493376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03565625,0.0395625,71.0078125,71.0078125,5.174806,26.72431539999998,32.593768479999994,0.0,2.324984771349748,0.0,0.0,7.620243072509766,13.802986145019531,0.563327,0.563327,0.563327,0.0,0.0249998362510725,0.0,0.0,0.0,0.0,6.399096,14.335118899999989,21.39491178,0.0,0.3749975437660883,0.002375,0.002375,51.93359375,51.93359375,20.920597,20.920597,20.920597,0.0,0.0249998362510725,0.0,0.0,0.0,0.0,0.244306,2498.326065,3158.2612315,0.0,1.2749916488047004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003600845228341,0.003600845228341,40.79626274108887,211.5845489501953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.63671875,107.63671875,0.0,0.0,0.0,0.0,0.0,0.0070915776571528,0.0070915776571528,19.2568998336792,70.10234069824219,2026-09-15T06:05:38.386220+00:00,2026-09-15T06:06:18.386482+00:00
adManualGc,1400.737543,1615.5837975999998,1632.45621952,0.0,0.1249992625043512,0.0759285752132676,0.0759285752132676,17.591174125671387,64.85346221923828,1.1597,6.18196,14.994931999999965,0.0,0.9749942475339396,0.0,0.0,73.58984375,73.58984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4733025,5.733432649999996,8.269934530000002,0.0,0.2999982300104429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.975455,141.27038409999992,6582.779785400061,0.024390243902439,4.09997581014272,0.0,0.0,0.0,0.0,11.008,165.40939999999887,4827.551160000006,0.0276497695852534,5.424967992688843,0.0,0.0,0.0,0.0,0.0,0.0,0.6099999999999994,0.0,0.9999941000348098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1328125,70.1328125,3.577281,32.03319269999991,100.74153501000032,0.0,1.949988495067879,0.0,0.0,7.241336822509766,13.045173645019531,0.55526,0.55526,0.55526,0.0,0.0249998525008702,0.0,0.0,0.0,0.0,6.681411,20.2396645,21.2382577,0.0,0.2749983775095727,0.002375,0.002375,51.93359375,51.93359375,47.803988,47.803988,47.803988,0.0,0.0249998525008702,0.0,0.0,0.0,0.0,0.227064,2325.4948330499897,4360.964523829994,0.0,1.0499938050365505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041402033251685,0.0041402033251685,39.64890575408936,211.38853454589844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.63671875,107.63671875,0.0,0.0,0.0,0.0,0.0,0.0038542698419534,0.0038542698419534,20.390775680541992,70.12329864501953,2026-09-15T06:06:45.904357+00:00,2026-09-15T06:07:25.904593+00:00
adManualGc,2601.612703,3239.6143654,3296.32562428,0.0,0.0749997525008167,0.0351859341407863,0.0351859341407863,18.756394386291504,65.88444519042969,1.6052,11.8058,2437.2866800000024,0.0,0.5249982675057172,0.0,0.0,57.3515625,57.3515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3658845,12.215222400000002,14.883694879999997,0.0,0.4999983500054449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.759721,100.42730219999972,2546.1688454399978,0.0,2.824990677530764,0.0,0.0,0.0,0.0,13.235,134.29075,3176.1061500000046,0.0,3.649987955039749,0.0,0.0,0.0,0.0,0.0,0.0,0.6900000000000013,0.0,0.7999973600087119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.979014,76.64982759999997,94.01868991999996,0.0,1.4249952975155182,0.0,0.0,7.229618072509766,13.209236145019531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.586184,14.2958448,14.73720656,0.0,0.1999993400021779,0.00225,0.00225,31.390625,31.390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269163,5.635423749999989,3192.0256034799986,0.0,1.0499965350114344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071509140826185,0.0071509140826185,52.42143535614014,173.53194427490234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5078125,71.5078125,0.0,0.0,0.0,0.0,0.0,0.0072655217965653,0.0072655217965653,16.596243858337402,66.55795288085938,2026-09-15T06:17:58.622425+00:00,2026-09-15T06:18:38.622557+00:00
